Date and Time, Water Temperature, Wind Speed, Wind Direction, Gust, Wave Height, Wave Direction, Wave Period, Visibility, Direction of Current, Speed of Current, Air Temperature
"2022-12-01T02:00:00+00:00",11.33,3.95,13.22,6.26,0.53,217.4,8.57,24.14,72.94,0.06,7
"2022-12-01T03:00:00+00:00",11.32,4.27,11.26,6.34,0.53,218,7.68,24.14,74.74,0.06,7.15
"2022-12-01T04:00:00+00:00",11.32,4.35,12.59,6.11,0.53,219.6,7.39,24.14,76.41,0.06,7.05
"2022-12-01T06:00:00+00:00",11.17,4.5,15.25,5.84,0.51,225.8,7.57,24.13,79.45,0.06,5.67
"2022-12-01T07:00:00+00:00",11.17,4.47,16.39,6.03,0.5,227.6,7.54,24.13,80.62,0.07,5.4
"2022-12-01T09:00:00+00:00",11.17,4.4,18.66,6.57,0.47,227.4,7.79,24.13,78.94,0.08,5.07
"2022-12-01T10:00:00+00:00",11.18,4.38,21.82,6.69,0.46,226,7.94,24.13,77.51,0.09,5.69
"2022-12-01T12:00:00+00:00",11.19,3.9,24.21,6.94,0.47,222,7.98,24.13,77.28,0.1,7.11
"2022-12-01T13:00:00+00:00",11.19,3.9,27.97,7,0.48,219.9,7.59,24.14,76.8,0.1,7.63
"2022-12-01T15:00:00+00:00",11.19,3.89,35.49,6.34,0.47,218,8.22,24.14,74.88,0.11,8.18
"2022-12-01T16:00:00+00:00",11.17,4.03,32.25,6.86,0.45,218.4,8.09,24.14,74.18,0.11,7.3
"2022-12-01T18:00:00+00:00",11.16,4.31,25.76,6.3,0.42,220.9,5.59,24.13,72.16,0.13,6.72
"2022-12-01T19:00:00+00:00",11.15,4.25,25.46,6.5,0.42,219,4.35,24.14,71.49,0.14,6.46
"2022-12-01T21:00:00+00:00",11.14,4.14,24.87,6.16,0.43,203.4,3.52,24.14,70.98,0.15,6.29
"2022-12-01T22:00:00+00:00",11.13,4.3,26.22,6.39,0.45,188.9,3.65,24.13,71,0.16,6.08
"2022-12-02T01:00:00+00:00",11.09,4.54,28.29,6.71,0.44,181.8,3.93,24.13,72.47,0.17,5.52
"2022-12-02T02:00:00+00:00",11.08,4.46,27.67,6.77,0.42,189.1,4.06,24.13,72.63,0.18,5.53
"2022-12-02T03:00:00+00:00",11.06,4.38,27.04,7.82,0.41,194.6,4.17,24.14,72.85,0.18,5.52
"2022-12-02T04:00:00+00:00",11.05,4.6,23.75,8.07,0.4,196.6,4.09,24.13,73.01,0.18,5.44
"2022-12-02T06:00:00+00:00",11.02,5.05,17.17,7.93,0.39,194.4,3.47,24.13,73.41,0.19,5.31
"2022-12-02T07:00:00+00:00",11.01,5.38,18.01,8.01,0.4,187.1,3,24.13,73.52,0.2,5.19
"2022-12-02T09:00:00+00:00",11,6.04,19.68,10.74,0.43,157.6,2.71,24.14,74.24,0.21,4.95
"2022-12-02T10:00:00+00:00",11,6.03,25.02,9.84,0.45,146.7,2.73,24.14,74.56,0.22,5.57
"2022-12-02T12:00:00+00:00",11.01,6.02,35.71,9.26,0.5,134.7,2.77,24.14,76.29,0.23,7.13
"2022-12-02T13:00:00+00:00",11.01,6.05,35.49,10.31,0.52,132.4,2.81,24.14,77.22,0.24,7.88
"2022-12-02T15:00:00+00:00",11.02,6.11,35.05,11.28,0.48,134.6,2.73,24.14,76.46,0.26,7.81
"2022-12-02T16:00:00+00:00",11.02,6.01,37.14,10.95,0.46,136.7,2.68,24.14,76.06,0.27,7.19
