Date and Time, Water Temperature, Wind Speed, Wind Direction, Gust, Wave Height, Wave Direction, Wave Period, Visibility, Direction of Current, Speed of Current, Air Temperature
"2023-09-25T01:00:00+00:00",17.92,9.43,199.17,15.72,1.6,221,4.6,24.14,253.56,0.15,18.21
"2023-09-25T02:00:00+00:00",17.91,8.89,205.27,15.22,1.61,223.06,4.63,24.14,254.61,0.16,18.03
"2023-09-25T03:00:00+00:00",17.91,8.34,211.36,13.46,1.61,225.11,4.65,24.14,254.88,0.17,17.95
"2023-09-25T04:00:00+00:00",17.9,7.74,222.35,12.65,1.62,228.87,4.74,24.13,255.28,0.17,17.97
"2023-09-25T06:00:00+00:00",17.89,6.54,244.34,9.13,1.63,236.38,4.93,24.13,254.9,0.15,17.57
"2023-09-25T07:00:00+00:00",17.89,6.03,246.97,8.7,1.61,238.86,4.99,24.13,256.35,0.14,17.5
"2023-09-25T09:00:00+00:00",17.91,5,252.22,7.81,1.54,246.34,5,24.13,257.94,0.15,17.55
"2023-09-25T10:00:00+00:00",17.94,5.19,246.56,8.18,1.49,247.09,5,24.13,257.72,0.15,18.24
"2023-09-25T12:00:00+00:00",17.99,5.57,235.24,10.21,1.39,248.59,5,24.13,253.81,0.16,18.77
"2023-09-25T13:00:00+00:00",18.01,5.31,235.85,10.04,1.34,249,5.02,24.13,252.18,0.17,18.82
"2023-09-25T15:00:00+00:00",18,4.64,230.11,8.83,1.24,249.82,5.05,24.13,249.93,0.18,18.28
"2023-09-25T16:00:00+00:00",18,3.95,227.5,8.16,1.19,250.23,5.13,24.13,248.68,0.18,18.02
"2023-09-25T18:00:00+00:00",17.94,2.59,222.27,6,1.1,251.05,5.28,24.14,246.13,0.15,17.1
"2023-09-25T19:00:00+00:00",17.92,2.65,209.96,4.41,1.07,251.39,5.41,24.14,243.32,0.12,16.96
"2023-09-25T21:00:00+00:00",17.9,2.78,185.33,3.4,1,252.07,5.68,24.13,230.28,0.08,16.84
"2023-09-25T22:00:00+00:00",17.89,2.92,173.76,3.74,0.98,252.35,5.84,24.13,224.29,0.06,16.77
