Date and Time, Water Temperature, Wind Speed, Wind Direction, Gust, Wave Height, Wave Direction, Wave Period, Visibility, Direction of Current, Speed of Current, Air Temperature
"2023-10-02T01:00:00+00:00",17.94,2.2,231.56,4.13,0.73,253.03,6.07,24.14,258.04,0.1,17.72
"2023-10-02T02:00:00+00:00",17.94,1.96,216.81,3.91,0.72,253.01,6.18,24.13,258.05,0.09,17.67
"2023-10-02T03:00:00+00:00",17.93,1.71,202.06,3.12,0.71,252.99,6.3,24.13,259.93,0.07,17.6
"2023-10-02T04:00:00+00:00",17.93,1.33,175.31,2.29,0.7,252.91,6.38,24.13,270.02,0.06,17.52
"2023-10-02T06:00:00+00:00",17.91,0.57,121.81,1.05,0.68,252.76,6.53,24.14,333.25,0.04,17.03
"2023-10-02T07:00:00+00:00",17.91,1.33,113.72,1.83,0.67,252.64,6.56,24.14,10.89,0.06,16.93
"2023-10-02T09:00:00+00:00",18.01,2.86,97.53,3.21,0.64,252.4,6.61,24.13,54.39,0.1,18.05
"2023-10-02T10:00:00+00:00",18.1,3.08,96.42,4.49,0.63,252.25,6.57,24.13,72.96,0.11,18.69
"2023-10-02T12:00:00+00:00",18.26,2.67,123.93,5.35,0.6,251.94,6.49,24.13,97.64,0.12,19.5
"2023-10-02T13:00:00+00:00",18.34,2.71,118.91,5.1,0.61,248.16,5.51,24.13,107.13,0.12,19.75
"2023-10-02T15:00:00+00:00",18.47,2.78,108.87,6.4,0.63,240.61,3.56,24.13,89.89,0.13,20.18
"2023-10-02T16:00:00+00:00",18.4,2.46,99.7,5.46,0.67,228.32,3.45,24.13,95.49,0.15,19.97
"2023-10-02T18:00:00+00:00",18.32,1.83,81.37,10.52,0.76,203.74,3.24,24.14,104.51,0.16,19.66
"2023-10-02T19:00:00+00:00",18.3,2.17,110.24,5.91,0.81,209.64,3.22,23.25,107.66,0.17,19.73
"2023-10-02T21:00:00+00:00",18.21,2.85,167.98,9.49,0.91,221.44,3.19,21.49,99.38,0.16,19.71
"2023-10-02T22:00:00+00:00",18.18,5.07,194.23,13.68,1.09,230.34,3.5,22.37,96.91,0.13,19.21
