Date and Time, Water Temperature, Wind Speed, Wind Direction, Gust, Wave Height, Wave Direction, Wave Period, Visibility, Direction of Current, Speed of Current, Air Temperature
"2022-07-20T02:00:00+00:00",19.97,5.36,251.81,10.91,0.89,222.1,3.21,24.14,90,0.06,18.41
"2022-07-20T03:00:00+00:00",19.96,5.36,247.42,10.09,0.89,223.1,3.21,24.14,90,0.09,18.24
"2022-07-20T04:00:00+00:00",19.95,5.04,245.09,9.53,0.89,225.6,3.23,24.14,90,0.09,18
"2022-07-20T06:00:00+00:00",19.94,4.41,240.43,9.69,0.86,228.6,3.29,24.14,270,0.03,18.12
"2022-07-20T07:00:00+00:00",19.93,4.76,243.81,10.15,0.84,229,3.33,24.14,270,0.07,18.33
"2022-07-20T09:00:00+00:00",19.92,5.46,250.57,9.87,0.78,229.5,3.34,24.14,270,0.05,19.17
"2022-07-20T10:00:00+00:00",19.91,5.19,242.24,10.45,0.78,228.7,3.29,24.13,270,0.05,19.61
"2022-07-20T13:00:00+00:00",19.88,5.54,226.84,10.4,1.08,221.9,3.7,24.13,270,0.02,19.94
"2022-07-20T15:00:00+00:00",19.86,5.93,221.41,10.93,1.26,222.3,3.91,24.14,90,0.08,19.59
"2022-07-20T16:00:00+00:00",19.85,5.7,226.93,10.64,1.27,224.3,3.99,24.14,90,0.05,19.44
"2022-07-20T18:00:00+00:00",19.84,5.23,237.96,8.71,1.18,228.1,4.12,24.14,270,0.03,18.8
"2022-07-20T19:00:00+00:00",19.83,4.51,242.58,8.65,1.13,229,4.17,18.89,270,0.06,18.53
"2022-07-20T21:00:00+00:00",19.81,3.07,251.82,6.84,1,229.1,4.27,8.39,270,0.06,18.82
"2022-07-20T22:00:00+00:00",19.8,3.14,269.93,5.98,0.92,228.3,4.24,13.64,270,0.05,18.96
