Date and Time, Water Temperature, Wind Speed, Wind Direction, Gust, Wave Height, Wave Direction, Wave Period, Visibility, Direction of Current, Speed of Current, Air Temperature
"2022-07-01T02:00:00+00:00",16.5,5.63,263.76,8.56,0.61,228.3,3.35,24.13,90,0.02,13.87
"2022-07-01T03:00:00+00:00",16.47,5.19,269.54,7.79,0.61,230.6,3.32,24.13,270,0.06,13.61
"2022-07-01T04:00:00+00:00",16.45,5.13,267.85,8.06,0.61,232,3.29,24.13,270,0.07,13.47
"2022-07-01T05:00:00+00:00",16.43,5.08,266.16,8.16,0.62,232.4,3.24,24.13,270,0.06,13.54
"2022-07-01T06:00:00+00:00",16.35,5.02,264.47,8.38,0.62,232.2,3.2,24.14,270,0.05,13.76
"2022-07-01T07:00:00+00:00",16.37,5.52,256.64,9.72,0.63,230.4,3.16,24.13,270,0.05,14.4
"2022-07-01T09:00:00+00:00",16.45,6.51,240.97,12.32,0.64,224.2,3.14,24.13,270,0.04,15.66
"2022-07-01T10:00:00+00:00",16.53,6.81,239.68,13.36,0.66,222.8,3.1,24.13,90,0.01,15.96
"2022-07-01T13:00:00+00:00",16.64,8.1,234.4,14.29,0.79,226.8,3.19,24.14,90,0.05,16.36
"2022-07-01T15:00:00+00:00",16.63,8.15,232.26,14.23,0.88,233,3.32,24.13,270,0.08,16.28
"2022-07-01T16:00:00+00:00",16.6,7.79,233.22,13.81,0.91,234.8,3.4,24.14,270,0.09,16.16
"2022-07-01T18:00:00+00:00",16.55,7.06,235.15,12.06,0.91,235.5,3.47,24.14,270,0.06,15.7
"2022-07-01T19:00:00+00:00",16.51,6.74,235.83,11.54,0.89,233.6,3.46,24.14,270,0.05,15.41
"2022-07-01T21:00:00+00:00",16.46,6.09,237.18,9.25,0.79,226.9,3.4,24.13,270,0.04,15.14
"2022-07-01T22:00:00+00:00",16.43,6.03,236.53,9.21,0.74,224.2,3.38,24.13,270,0.03,15.07
"2022-07-02T02:00:00+00:00",16.36,5.53,226.89,8.89,0.42,225.3,3.33,24.14,90,0.06,14.57
"2022-07-02T03:00:00+00:00",16.35,5.33,222.72,8.38,0.39,228.9,3.34,24.14,270,0.02,14.52
"2022-07-02T04:00:00+00:00",16.34,5.6,221.41,8.98,0.37,232,3.36,24.14,270,0.07,14.71
"2022-07-02T06:00:00+00:00",16.33,6.15,218.78,9.7,0.33,235.5,3.45,24.13,270,0.05,15.24
"2022-07-02T07:00:00+00:00",16.34,6.14,220.73,9.65,0.3,235.6,3.45,24.14,270,0.05,15.69
"2022-07-02T09:00:00+00:00",16.39,6.13,224.62,10.22,0.25,230.1,3.38,24.14,270,0.04,16.33
"2022-07-02T10:00:00+00:00",16.44,6.21,222.51,10.93,0.24,227.1,3.41,24.14,270,0.03,16.64
"2022-07-02T12:00:00+00:00",16.56,6.33,220.62,11.32,0.23,223.5,3.48,24.14,90,0.08,16.95
"2022-07-02T13:00:00+00:00",16.63,6.39,224.23,11.57,0.23,224.1,3.58,24.14,90,0.07,17.1
"2022-07-02T15:00:00+00:00",16.69,6.5,231.45,11.4,0.23,231.9,4.42,24.13,270,0.02,17.14
"2022-07-02T16:00:00+00:00",16.66,6.36,231.17,11.26,0.23,235.6,4.75,24.13,270,0.08,16.94
"2022-07-02T18:00:00+00:00",16.57,6.09,230.61,11.23,0.22,239,5.14,24.13,270,0.06,16.6
"2022-07-02T19:00:00+00:00",16.5,6.06,233.75,11.32,0.21,238.5,5.16,24.14,270,0.05,16.33
"2022-07-02T21:00:00+00:00",16.45,6,240.02,10.88,0.19,231.7,5.17,24.14,270,0.04,16.13
