Date and Time, Water Temperature, Wind Speed, Wind Direction, Gust, Wave Height, Wave Direction, Wave Period, Visibility, Direction of Current, Speed of Current, Air Temperature
"2022-10-01T03:00:00+00:00",16.19,6.74,275.9,10.28,1.33,217.5,4.33,24.13,253.37,0.56,14.18
"2022-10-01T04:00:00+00:00",16.21,7.14,275.24,11.27,1.22,222.3,4.21,24.13,252.82,0.54,14
"2022-10-01T06:00:00+00:00",16.21,7.93,273.92,11.53,1.1,231.4,4.07,24.14,251.49,0.46,13.85
"2022-10-01T07:00:00+00:00",16.24,8.1,275.84,12.03,1.06,233.8,4,24.14,250.2,0.43,13.87
"2022-10-01T09:00:00+00:00",16.31,8.44,279.67,13.58,1.03,232.2,3.92,24.14,248.59,0.36,15.07
"2022-10-01T10:00:00+00:00",16.36,8.24,275.68,13.89,1.04,229.5,3.96,24.14,248.16,0.33,15.74
"2022-10-01T13:00:00+00:00",16.47,8.71,266.97,15.79,1.11,223.8,4.11,24.14,250.36,0.27,17.43
"2022-10-01T15:00:00+00:00",16.51,8.87,262.44,14.24,1.07,228,4.03,24.14,254.24,0.27,17.59
"2022-10-01T16:00:00+00:00",16.52,8.39,262.34,13.26,1.02,231.3,3.98,24.14,255.96,0.27,17.05
"2022-10-01T18:00:00+00:00",16.51,7.42,262.13,11.01,0.94,234.3,4,24.13,258.69,0.3,16.56
"2022-10-01T19:00:00+00:00",16.5,7.23,265.22,11.19,0.91,234,3.99,24.13,259.67,0.31,16.08
"2022-10-01T21:00:00+00:00",16.47,6.85,271.4,11.04,0.85,230.9,3.94,24.13,260.93,0.32,15.82
"2022-10-01T22:00:00+00:00",16.46,6.39,271.17,11.1,0.82,228.4,3.86,24.13,260.91,0.32,15.68
"2022-10-02T03:00:00+00:00",16.39,3.84,284.85,6.43,1.18,225.1,4.6,24.13,256.38,0.31,14.81
"2022-10-02T04:00:00+00:00",16.38,3.29,315.67,4.47,1.09,229.3,4.49,19.68,254.98,0.29,14.57
"2022-10-02T05:00:00+00:00",16.38,2.74,346.48,4.36,1.01,232.9,4.42,15.23,253.15,0.27,14.33
"2022-10-02T06:00:00+00:00",16.37,2.19,17.3,4.17,0.94,235.4,4.39,10.77,251.25,0.25,14.14
"2022-10-02T07:00:00+00:00",16.36,3.05,19.42,4.62,0.89,236.9,4.29,15.23,249.81,0.22,13.96
