Date and Time, Water Temperature, Wind Speed, Wind Direction, Gust, Wave Height, Wave Direction, Wave Period, Visibility, Direction of Current, Speed of Current, Air Temperature
"2023-05-15T01:00:00+00:00",12.86,4.19,335.9,6.35,0.24,231,3.68,24.13,258.85,0.2,13.28
"2023-05-15T02:00:00+00:00",12.88,4.63,340.11,8.12,0.24,228.4,3.66,24.13,256.83,0.2,12.87
"2023-05-15T03:00:00+00:00",12.89,5.06,344.33,8.16,0.24,225,3.68,24.13,255.52,0.2,12.2
"2023-05-15T04:00:00+00:00",12.9,5.66,347.48,10.84,0.25,222,3.74,24.13,255.61,0.2,11.9
"2023-05-15T06:00:00+00:00",12.93,6.86,353.79,13.2,0.34,221.3,3.57,24.14,257.65,0.19,10.95
"2023-05-15T07:00:00+00:00",12.94,6.96,352.53,13.07,0.43,243.6,2.44,24.13,259.55,0.19,10.78
"2023-05-15T09:00:00+00:00",12.97,7.16,350.01,13.11,0.36,241.3,2.78,24.14,261.01,0.19,11.57
"2023-05-15T10:00:00+00:00",12.99,7.03,355.93,13.34,0.33,246,2.7,24.14,262.26,0.19,12.34
"2023-05-15T12:00:00+00:00",13.02,6.78,7.77,12.57,0.29,256.1,2.45,24.13,263.29,0.2,14.34
"2023-05-15T13:00:00+00:00",13.04,6.52,5.98,12.24,0.3,263.2,2.26,24.14,263.09,0.2,14.42
"2023-05-15T15:00:00+00:00",13.07,6,2.4,11.03,0.32,268.7,2.25,24.14,264,0.2,15.31
"2023-05-15T16:00:00+00:00",13.09,5.6,5.07,10.6,0.31,260.1,2.39,24.14,264.44,0.2,15.06
"2023-05-15T18:00:00+00:00",13.12,4.8,10.42,7.36,0.3,240.5,2.84,24.13,264.98,0.2,14.5
"2023-05-15T19:00:00+00:00",13.13,4.46,21.11,4.38,0.3,234.2,3.22,24.13,265.19,0.2,13.72
"2023-05-15T21:00:00+00:00",13.15,2.74,21.64,2.29,0.32,231.5,4.53,24.14,265.24,0.19,11.92
"2023-05-15T22:00:00+00:00",13.16,2.48,12.63,1.37,0.33,233.7,5.02,24.14,265.11,0.19,11.61
