Date and Time, Water Temperature, Wind Speed, Wind Direction, Gust, Wave Height, Wave Direction, Wave Period, Visibility, Direction of Current, Speed of Current, Air Temperature
"2023-06-01T02:00:00+00:00",14.92,8.29,32.62,14.2,0.34,105.3,2.26,24.14,83.64,0.16,10.09
"2023-06-01T03:00:00+00:00",14.94,8.32,31.24,14.05,0.33,105,2.27,24.13,83.74,0.16,9.86
"2023-06-01T04:00:00+00:00",14.96,8.19,33.41,13.69,0.31,102.7,2.23,24.13,85.09,0.17,9.7
"2023-06-01T06:00:00+00:00",15,7.94,37.75,12.75,0.22,98.3,2.02,24.13,86.8,0.17,10.64
"2023-06-01T07:00:00+00:00",15.01,7.76,40.79,12.86,0.22,94.6,1.91,24.13,87.2,0.18,11.84
"2023-06-01T09:00:00+00:00",15.04,7.4,46.87,13.17,0.27,88.4,1.87,24.14,86.13,0.18,14.54
"2023-06-01T10:00:00+00:00",15.05,7.25,48.7,13.26,0.3,96.5,2,24.14,86.18,0.18,15.51
"2023-06-01T12:00:00+00:00",15.08,6.95,52.36,13.41,0.36,108.9,2.25,24.14,86.84,0.17,16.94
"2023-06-01T13:00:00+00:00",15.09,6.86,53.13,13.6,0.37,110.8,2.33,24.14,86.85,0.16,17.43
"2023-06-01T15:00:00+00:00",15.11,6.69,54.68,13.04,0.4,111.2,2.43,24.14,87.99,0.15,17.71
"2023-06-01T16:00:00+00:00",15.12,6.57,55.09,12.87,0.4,109.8,2.46,24.14,87.89,0.15,17.54
"2023-06-01T18:00:00+00:00",15.14,6.32,55.91,12.21,0.33,98.8,2.14,24.13,86.84,0.15,16.23
"2023-06-01T19:00:00+00:00",15.15,6.29,56.57,11.16,0.31,91.8,2,24.13,86.81,0.14,15.3
"2023-06-01T21:00:00+00:00",15.17,6.68,57.47,10.34,0.35,89.4,2.09,24.13,85.62,0.14,12.27
"2023-06-01T22:00:00+00:00",15.18,6.55,51.49,9.1,0.36,96,2.17,24.13,84.4,0.14,11.83
"2023-06-02T02:00:00+00:00",14.87,6.14,33.21,9.21,0.49,114.2,2.72,24.14,83.17,0.14,10.36
"2023-06-02T03:00:00+00:00",14.88,6.06,30.05,9.61,0.5,113.5,2.75,24.14,84.9,0.14,10.19
"2023-06-02T04:00:00+00:00",14.89,6.38,30.63,9.57,0.5,111.5,2.74,24.14,86.71,0.14,9.99
"2023-06-02T06:00:00+00:00",14.91,7.01,31.78,10.52,0.42,102.4,2.4,24.13,86.54,0.13,10.17
"2023-06-02T07:00:00+00:00",14.91,6.96,37.09,11.09,0.39,99.3,2.29,24.14,85.67,0.13,11
"2023-06-02T09:00:00+00:00",14.94,6.86,47.71,11.58,0.38,99.3,2.26,24.14,83.35,0.12,12.91
"2023-06-02T10:00:00+00:00",14.95,6.76,48.2,11.56,0.39,105.9,2.34,24.14,81.99,0.12,13.83
"2023-06-02T12:00:00+00:00",14.98,6.55,49.17,11.91,0.4,120.3,2.58,24.13,82.15,0.11,15.25
"2023-06-02T13:00:00+00:00",14.99,6.48,47.85,11.77,0.4,120.6,2.6,24.13,82.59,0.1,15.79
"2023-06-02T15:00:00+00:00",15.01,6.34,45.21,11.9,0.39,117.6,2.55,24.13,85.02,0.09,16.51
"2023-06-02T16:00:00+00:00",15.03,6.53,44.36,12.2,0.4,116.7,2.59,24.13,85.67,0.08,16.48
"2023-06-02T18:00:00+00:00",15.05,6.91,42.65,11.62,0.36,109.4,2.41,24.13,84.88,0.08,14.99
"2023-06-02T19:00:00+00:00",15.06,6.65,44.89,11.41,0.32,105,2.19,24.13,85.21,0.08,13.89
"2023-06-02T21:00:00+00:00",15.08,6.67,46.46,11.43,0.31,106,2.19,24.13,85.18,0.08,11.98
"2023-06-02T22:00:00+00:00",15.09,6.79,42.02,11.22,0.32,112,2.37,24.13,84.22,0.08,11.67
"2023-06-03T01:00:00+00:00",14.91,7.03,31.53,11.65,0.32,112.7,2.33,24.13,71.69,0.14,10.6
"2023-06-03T02:00:00+00:00",14.91,7.04,29.93,11.49,0.32,108.3,2.28,24.13,71.95,0.14,10.33
"2023-06-03T03:00:00+00:00",14.91,7.04,28.32,10.95,0.32,104.6,2.24,24.13,72.27,0.14,10.15
"2023-06-03T04:00:00+00:00",14.91,7.05,28.17,11,0.33,102.6,2.25,24.13,72.17,0.14,10
"2023-06-03T06:00:00+00:00",14.92,7.06,27.86,11.6,0.3,93.3,2.12,24.13,71.77,0.14,10.77
"2023-06-03T07:00:00+00:00",14.92,6.99,30.89,12.17,0.25,83.4,1.91,24.13,71.72,0.14,12.04
"2023-06-03T09:00:00+00:00",14.92,6.85,36.94,11.75,0.2,83.7,1.84,24.13,71.65,0.14,14.88
"2023-06-03T10:00:00+00:00",14.93,6.9,41.98,12.43,0.19,90.5,1.9,24.13,71.4,0.13,16.4
"2023-06-03T12:00:00+00:00",14.93,6.99,52.06,12.74,0.22,112.9,2.22,24.13,71.77,0.12,19.26
"2023-06-03T13:00:00+00:00",14.94,7.17,52.36,13.02,0.25,117.6,2.31,24.13,71.91,0.12,19.81
"2023-06-03T15:00:00+00:00",14.94,6.84,55.22,13.91,0.27,115.6,2.33,24.13,71.87,0.12,20.12
"2023-06-03T16:00:00+00:00",14.95,7.03,54.78,13.96,0.28,114.7,2.35,24.13,71.74,0.12,19.81
"2023-06-03T18:00:00+00:00",14.95,7.41,53.91,13.02,0.29,108.5,2.33,24.14,71.35,0.12,17.77
"2023-06-03T19:00:00+00:00",14.96,7.05,51.56,11.74,0.25,104.1,2.19,24.13,71.3,0.12,16.78
"2023-06-03T21:00:00+00:00",14.97,6.33,46.86,10.94,0.19,107.6,2.11,24.13,72.13,0.12,14.21
"2023-06-03T22:00:00+00:00",14.97,6.33,43.09,10.98,0.18,106.2,2.06,24.13,72.9,0.12,13.28
"2023-06-04T02:00:00+00:00",15.07,6.29,29.65,10.31,0.32,99.2,2.13,24.14,78.86,0.12,12.16
"2023-06-04T03:00:00+00:00",15.07,6.27,26.7,10.33,0.33,100.9,2.18,24.14,78.53,0.12,11.88
"2023-06-04T04:00:00+00:00",15.08,6.46,28.93,10.53,0.37,98.5,2.21,24.14,78.53,0.12,11.6
"2023-06-04T06:00:00+00:00",15.09,6.83,33.4,11.32,0.44,98.4,2.46,24.14,77.2,0.12,11.97
"2023-06-04T07:00:00+00:00",15.1,6.67,36.58,11.53,0.42,96.4,2.4,24.14,76.59,0.12,13.06
"2023-06-04T09:00:00+00:00",15.12,6.36,42.93,11.65,0.33,94.7,2.16,24.13,75.97,0.13,16.35
"2023-06-04T10:00:00+00:00",15.13,6.3,48.18,11.58,0.32,97.5,2.15,24.13,75.58,0.13,17.73
"2023-06-04T12:00:00+00:00",15.14,6.16,58.68,11.54,0.33,112.7,2.37,24.13,76.37,0.13,19.48
