Date and Time, Water Temperature, Wind Speed, Wind Direction, Gust, Wave Height, Wave Direction, Wave Period, Visibility, Direction of Current, Speed of Current, Air Temperature
"2022-08-21T02:00:00+00:00",20.91,5.16,250.94,8.79,0.76,226.1,3.53,24.13,275.66,0.07,17.61
"2022-08-21T03:00:00+00:00",20.91,4.98,251.47,8.79,0.74,225.1,3.51,24.14,273.12,0.07,17.31
"2022-08-21T04:00:00+00:00",20.91,4.96,248.71,7.99,0.71,224.9,3.46,24.14,270,0.07,17.32
"2022-08-21T06:00:00+00:00",20.9,4.91,243.18,7.12,0.7,227.7,3.4,24.14,264.13,0.07,17.45
"2022-08-21T07:00:00+00:00",20.9,5.13,241.97,7.74,0.72,230.3,3.34,24.14,261.87,0.06,17.79
"2022-08-21T09:00:00+00:00",20.9,5.56,239.55,7.87,0.91,232.1,3.38,24.13,259.89,0.06,18.12
"2022-08-21T10:00:00+00:00",20.9,5.63,237.26,7.93,1.07,231.9,3.49,24.13,259.59,0.06,18.28
"2022-08-21T12:00:00+00:00",20.89,5.77,232.68,8.14,1.43,229,3.89,24.13,260.11,0.05,17.82
"2022-08-21T13:00:00+00:00",20.89,5.65,230.91,7.5,1.52,226.1,4.05,24.13,261.25,0.05,17.98
"2022-08-21T15:00:00+00:00",20.89,5.42,227.36,7.13,1.54,220.4,4.15,24.13,267.99,0.03,18.66
"2022-08-21T16:00:00+00:00",20.89,5.15,226.94,7.8,1.59,218.5,4.18,24.13,275.08,0.03,18.75
"2022-08-21T18:00:00+00:00",20.89,4.6,226.11,6.47,1.85,218,4.45,24.13,313.53,0.02,18.54
"2022-08-21T19:00:00+00:00",20.89,4.17,221.65,5.67,1.96,221.3,4.64,24.13,340.91,0.02,18.25
"2022-08-21T21:00:00+00:00",20.89,3.3,212.74,3.76,1.91,228.6,4.73,24.14,11.31,0.02,17.91
"2022-08-21T22:00:00+00:00",20.89,3.16,201.44,2.94,1.82,229.5,4.69,24.14,16.46,0.03,17.84
