"2026-03-27T03:00:00+00:00",9.68,3.56,270.82,4.98,0.26,228.03,2.63,24.14,250.87,0.27,7.24
"2026-03-27T04:00:00+00:00",9.68,4.58,266.16,8.28,0.28,227.58,2.59,24.14,249.72,0.2,7.34
"2026-03-27T07:00:00+00:00",9.68,6.75,253.17,8.76,0.43,233.27,2.57,24.13,72.24,0.09,8.01
"2026-03-27T08:00:00+00:00",9.68,6.9,249.5,8.76,0.49,234.86,2.63,24.14,68.82,0.16,8.49
"2026-03-27T10:00:00+00:00",9.67,7.21,243.95,9.66,0.57,236.83,2.74,24.14,62.25,0.13,9.19
"2026-03-27T13:00:00+00:00",9.69,8.42,231.38,12.11,0.77,229.1,2.98,19.08,255.1,0.18,9.73
"2026-03-27T14:00:00+00:00",9.69,8.9,231.59,12.11,0.88,226.41,3.1,14.03,252.23,0.27,9.84
"2026-03-27T16:00:00+00:00",9.69,9.02,238.5,12.26,1.03,223.7,3.28,6.19,248.59,0.26,10.02
"2026-03-27T19:00:00+00:00",9.7,7.71,268.91,8.33,0.95,223.05,3.36,8.46,85.4,0.03,10.19
"2026-03-27T21:00:00+00:00",9.7,6.48,302.92,8.33,0.79,221.41,3.27,24.14,66.81,0.18,10.26
"2026-03-27T22:00:00+00:00",9.69,6.29,308.44,8.18,0.73,220.67,3.21,24.14,63.93,0.19,9.62
