Date and Time, Water Temperature, Wind Speed, Wind Direction, Gust, Wave Height, Wave Direction, Wave Period, Visibility, Direction of Current, Speed of Current, Air Temperature
"2023-02-01T02:00:00+00:00",7.28,6.4,271.86,9.18,0.9,235.7,3.79,24.14,49.12,0.1,5.26
"2023-02-01T03:00:00+00:00",7.27,6.82,272.87,8.85,0.9,233.1,3.86,24.13,48.94,0.11,5.13
"2023-02-01T04:00:00+00:00",7.26,6.88,274.29,9.22,0.91,231.4,3.83,24.13,48.81,0.12,5.01
"2023-02-01T06:00:00+00:00",7.23,7,277.12,10.51,0.97,231.3,3.65,24.13,46.02,0.12,5.44
"2023-02-01T07:00:00+00:00",7.21,7.04,275.15,10.57,1.01,232.4,3.63,24.13,44.15,0.12,5.51
"2023-02-01T09:00:00+00:00",7.22,7.13,271.21,11.21,1.16,236.6,3.74,24.13,19.29,0.08,5.91
"2023-02-01T10:00:00+00:00",7.22,7.33,269.53,11.97,1.25,238,3.85,24.13,14.62,0.07,6.49
"2023-02-01T12:00:00+00:00",7.23,7.72,266.16,16.19,1.47,237.9,4.15,24.14,5.71,0.06,8.29
"2023-02-01T13:00:00+00:00",7.24,7.89,268.89,16.51,1.55,237.1,4.29,24.14,0,0.06,9.25
"2023-02-01T15:00:00+00:00",7.23,8.23,274.36,12.16,1.53,234.7,4.36,24.14,356.47,0.05,9.62
"2023-02-01T16:00:00+00:00",7.22,8.04,272.3,12.13,1.46,232.8,4.34,24.14,5.13,0.05,9.42
"2023-02-01T18:00:00+00:00",7.21,7.67,268.19,13,1.3,229,4.35,24.14,25.69,0.05,8.77
"2023-02-01T19:00:00+00:00",7.2,7.8,270.65,12.85,1.23,228.7,4.29,24.14,33.2,0.06,8.48
"2023-02-01T21:00:00+00:00",7.18,7.71,275.71,10.91,1.14,232.3,4.19,24.13,40.96,0.07,7.82
"2023-02-01T22:00:00+00:00",7.17,7.3,277.02,9.95,1.09,234.8,4.19,24.13,42.56,0.08,7.58
"2023-02-02T01:00:00+00:00",7.13,6.22,278.05,9,0.89,239.1,4.02,24.13,39.21,0.1,6.74
"2023-02-02T02:00:00+00:00",7.12,5.98,276.44,8.51,0.85,239.2,3.95,24.13,35.17,0.1,6.61
"2023-02-02T03:00:00+00:00",7.1,5.73,274.84,8.27,0.81,238.5,3.88,24.14,30.2,0.09,6.44
"2023-02-02T04:00:00+00:00",7.08,5.66,272.28,8.05,0.78,236.3,3.89,24.14,22.83,0.09,6.31
"2023-02-02T06:00:00+00:00",7.05,5.53,267.16,7.98,0.72,230.7,4.15,24.14,357.57,0.07,6.25
"2023-02-02T07:00:00+00:00",7.04,5.81,268.23,7.8,0.7,229.1,4.26,24.14,339.97,0.07,6.25
"2023-02-02T09:00:00+00:00",7.03,6.38,270.38,7.82,0.67,229.9,4.47,24.14,310.6,0.08,6.77
"2023-02-02T10:00:00+00:00",7.04,6.6,267.33,9.68,0.65,232.2,4.63,24.14,301.1,0.09,7.56
"2023-02-02T12:00:00+00:00",7.06,7.05,261.23,14.22,0.6,237,4.68,24.13,282.97,0.1,9.58
"2023-02-02T13:00:00+00:00",7.07,6.9,259.53,10.77,0.57,238.2,4.66,24.14,275.53,0.11,10.41
"2023-02-02T15:00:00+00:00",7.08,6.61,256.14,10.65,0.49,236.7,4.79,24.14,264.39,0.14,10.01
"2023-02-02T16:00:00+00:00",7.07,6.73,254.57,11.02,0.46,234.4,4.77,24.14,260.73,0.15,9.77
"2023-02-02T18:00:00+00:00",7.06,6.96,251.42,11.01,0.41,228.2,4.6,24.14,257.01,0.16,9.05
"2023-02-02T19:00:00+00:00",7.06,6.84,256.86,10.5,0.4,226.1,4.62,24.14,256.01,0.17,8.95
"2023-02-02T21:00:00+00:00",7.05,6.59,267.75,9.96,0.42,225.4,4.76,24.13,256.74,0.16,8.83
"2023-02-02T22:00:00+00:00",7.04,6.57,265.27,11.47,0.43,227.3,4.79,24.13,258.14,0.16,8.63
"2023-02-03T02:00:00+00:00",7.02,6.76,262.88,11.29,0.72,237.1,3.53,24.13,262.44,0.19,8.42
"2023-02-03T03:00:00+00:00",7.01,6.86,265.82,11.06,0.7,237,3.5,24.14,262.55,0.2,8.45
"2023-02-03T04:00:00+00:00",7,6.62,265.61,10.17,0.69,236,3.48,24.14,262.58,0.2,8.23
"2023-02-03T06:00:00+00:00",6.99,6.14,265.18,10.2,0.66,231.2,3.41,24.14,262.45,0.2,8.16
"2023-02-03T07:00:00+00:00",6.98,5.99,263.07,10.15,0.65,229,3.42,24.13,262.16,0.2,8.14
"2023-02-03T09:00:00+00:00",6.98,5.69,258.86,9.33,0.63,227.2,3.39,24.13,260.51,0.2,8.24
"2023-02-03T10:00:00+00:00",6.99,5.68,260.3,10.61,0.63,228.8,3.38,24.14,260.03,0.19,8.62
