Date and Time, Water Temperature, Wind Speed, Wind Direction, Gust, Wave Height, Wave Direction, Wave Period, Visibility, Direction of Current, Speed of Current, Air Temperature
"2022-08-01T02:00:00+00:00",19.64,2.08,291.69,4.52,0.59,224,3.47,24.13,266.9,0.19,19.32
"2022-08-01T03:00:00+00:00",19.64,1.66,292.34,3.83,0.55,227.6,3.46,24.13,270.66,0.16,18.92
"2022-08-01T04:00:00+00:00",19.52,1.94,304.78,4.65,0.51,230.7,3.42,24.13,273.51,0.13,18.66
"2022-08-01T05:00:00+00:00",19.52,2.21,317.23,4.9,0.49,233.1,3.36,24.13,275.58,0.11,18.49
"2022-08-01T06:00:00+00:00",19.54,2.49,329.67,5.01,0.47,234.3,3.26,24.13,258.79,0.07,18.39
"2022-08-01T07:00:00+00:00",19.56,2.56,330.87,4.08,0.46,234.8,3.09,24.13,257.2,0.06,18.31
"2022-08-01T09:00:00+00:00",19.67,2.7,333.26,2.13,0.47,231.2,2.8,24.14,248.63,0.03,19.43
"2022-08-01T10:00:00+00:00",19.79,2.52,305.82,3.33,0.5,228.4,2.71,24.14,230.83,0.02,20.16
"2022-08-01T13:00:00+00:00",20.22,3.27,225.62,9.62,0.71,227,2.89,24.13,201.34,0.04,21.13
"2022-08-01T15:00:00+00:00",20.44,5.65,232.37,11.18,0.77,233.1,3.03,24.13,239.64,0.07,21.08
"2022-08-01T16:00:00+00:00",20.41,5.78,237.19,10.76,0.77,235.1,3.1,24.13,258.45,0.09,20.68
"2022-08-01T18:00:00+00:00",20.21,6.04,246.83,9.86,0.76,237.1,3.2,24.13,272.26,0.11,19.87
"2022-08-01T19:00:00+00:00",20.09,5.59,249.17,9.29,0.74,236.8,3.24,24.13,272.98,0.12,19.52
"2022-08-01T21:00:00+00:00",19.95,4.68,253.86,7.42,0.65,230.5,3.18,24.14,274.44,0.13,19.07
"2022-08-01T22:00:00+00:00",19.91,4.36,253.74,6.85,0.59,226.3,3.14,24.14,275.82,0.13,19.03
"2022-08-02T03:00:00+00:00",19.81,5.47,243.98,9.71,0.45,228.2,2.75,24.14,272.04,0.14,19.1
"2022-08-02T04:00:00+00:00",19.79,5.92,244.23,10.09,0.48,232.1,2.76,24.14,269.07,0.15,18.87
"2022-08-02T05:00:00+00:00",19.77,6.38,244.47,10.92,0.52,234.8,2.84,24.13,267.29,0.17,18.92
"2022-08-02T06:00:00+00:00",19.77,6.83,244.72,11.05,0.55,236.4,2.89,24.13,266.07,0.19,19
"2022-08-02T07:00:00+00:00",19.77,7.12,241.75,11.6,0.58,236.7,2.89,24.13,265.12,0.21,19.23
"2022-08-02T09:00:00+00:00",19.78,7.69,235.82,13.08,0.66,232.7,2.91,24.13,263.15,0.25,19.36
"2022-08-02T10:00:00+00:00",19.79,7.86,235.47,13.34,0.72,229.6,2.93,24.13,261.98,0.27,19.63
"2022-08-02T13:00:00+00:00",19.83,8.28,237.31,13.79,0.96,228.3,3.18,24.13,258.92,0.32,20.02
"2022-08-02T15:00:00+00:00",19.83,8.23,233.06,13.82,1.03,233.4,3.29,24.13,257.88,0.35,20.13
"2022-08-02T16:00:00+00:00",19.82,8.06,235.32,14.21,1.03,235.2,3.34,24.14,257.42,0.37,20.06
"2022-08-02T18:00:00+00:00",19.78,7.71,239.83,12.13,1.01,236.9,3.42,24.14,256.64,0.38,19.57
"2022-08-02T19:00:00+00:00",19.75,7.35,240.85,11.47,1,236.8,3.45,24.14,256.23,0.38,19.37
"2022-08-02T21:00:00+00:00",19.68,6.62,242.89,9.72,0.93,232.5,3.41,24.13,255.8,0.37,19.03
"2022-08-02T22:00:00+00:00",19.65,6.56,242.81,9.75,0.89,229.3,3.37,24.13,255.84,0.36,18.89
"2022-08-03T02:00:00+00:00",19.51,6.05,242.88,9.92,0.54,223.3,3.07,24.14,254.88,0.33,18.59
"2022-08-03T03:00:00+00:00",19.48,5.85,243,10.35,0.55,226.1,3.02,24.14,254.93,0.32,18.56
"2022-08-03T04:00:00+00:00",19.44,5.68,241.65,10.07,0.56,229.4,3,24.14,255.17,0.31,18.58
"2022-08-03T05:00:00+00:00",19.41,5.5,240.31,9.38,0.56,231.6,3,24.13,255.4,0.3,18.7
"2022-08-03T06:00:00+00:00",19.41,5.33,238.96,10.28,0.57,232.9,3.02,24.14,255.88,0.29,18.92
"2022-08-03T07:00:00+00:00",19.43,5.44,231.54,10.18,0.58,233.3,2.99,24.14,256.39,0.28,19.33
"2022-08-03T09:00:00+00:00",19.49,5.82,237.93,9.83,0.62,232.6,2.95,24.13,257.03,0.26,20.01
"2022-08-03T10:00:00+00:00",19.56,5.65,234.17,9.72,0.64,230,2.94,24.13,257.6,0.26,20.29
"2022-08-03T13:00:00+00:00",19.76,5.34,230.54,10.36,0.67,224.4,2.93,24.14,260.08,0.27,20.8
"2022-08-03T15:00:00+00:00",19.83,5.39,238.32,9.93,0.7,229.2,2.99,24.14,261.48,0.28,20.77
"2022-08-03T16:00:00+00:00",19.82,5.05,238.97,8.8,0.71,232.6,3.03,24.14,262.16,0.29,20.84
"2022-08-03T18:00:00+00:00",19.77,4.38,240.27,7.76,0.76,235,3.12,24.14,262.42,0.3,20.07
"2022-08-03T19:00:00+00:00",19.71,4.1,242.41,7.26,0.78,235.4,3.18,24.14,261.99,0.3,19.89
"2022-08-03T21:00:00+00:00",19.62,3.54,246.69,6.6,0.78,234.3,3.23,24.14,260.74,0.29,19.39
"2022-08-03T22:00:00+00:00",19.59,3.08,253.41,6.02,0.74,231.6,3.27,24.14,260.35,0.28,19.41
"2022-08-04T02:00:00+00:00",19.49,2.5,295.73,6.65,0.35,221,3.65,24.13,264.11,0.19,18.98
"2022-08-04T03:00:00+00:00",19.46,2.67,310.17,6.81,0.34,222.7,3.9,24.13,265.75,0.16,18.02
