Date and Time, Water Temperature, Wind Speed, Wind Direction, Gust, Wave Height, Wave Direction, Wave Period, Visibility, Direction of Current, Speed of Current, Air Temperature
"2023-09-01T01:00:00+00:00",18.82,4.4,236.87,7.25,1.45,244.14,4.21,23.11,255.98,0.18,17.69
"2023-09-01T02:00:00+00:00",18.81,4.07,232.89,7.03,1.31,243.14,4.02,22.09,254.31,0.18,17.65
"2023-09-01T03:00:00+00:00",18.81,3.73,228.9,6.79,1.16,242.13,3.82,21.07,254.15,0.18,17.48
"2023-09-01T04:00:00+00:00",18.8,2.84,223.91,6.64,1.18,241.56,3.93,22.09,254.2,0.17,17.33
"2023-09-01T06:00:00+00:00",18.79,1.05,213.94,3.57,1.22,240.41,4.15,24.13,257.56,0.14,17.04
"2023-09-01T07:00:00+00:00",18.79,0.81,206,3.04,1.22,239.47,4.12,24.13,258.62,0.13,17.02
"2023-09-01T09:00:00+00:00",18.84,0.33,190.13,2.76,1.21,237.6,4.07,24.13,259.36,0.13,17.67
"2023-09-01T10:00:00+00:00",18.87,0.52,210.03,3.32,1.17,238.95,4,24.13,256.36,0.14,18.37
"2023-09-01T12:00:00+00:00",19.17,0.9,249.83,5.46,1.1,241.64,3.87,24.13,285.3,0.11,19.8
"2023-09-01T13:00:00+00:00",19.18,0.9,259.96,7.16,1.06,242.96,3.82,24.14,276.24,0.13,19.78
"2023-09-01T15:00:00+00:00",19.12,0.89,280.23,7.25,0.99,245.59,3.72,24.14,258.66,0.18,18.93
"2023-09-01T16:00:00+00:00",19.07,1.5,265.12,6.26,0.94,246.4,3.7,24.14,257.23,0.19,18.84
"2023-09-01T18:00:00+00:00",18.99,3.02,236.12,9.16,0.85,248.02,3.66,24.14,258.66,0.2,18.05
"2023-09-01T19:00:00+00:00",18.96,2.83,241.68,7.45,0.8,248.89,3.68,24.14,260.61,0.2,17.84
"2023-09-01T21:00:00+00:00",18.92,2.45,252.79,5.19,0.71,250.63,3.71,24.14,266.77,0.19,17.53
"2023-09-01T22:00:00+00:00",18.9,2.15,244.55,4.35,0.67,251.14,3.78,24.14,270.89,0.17,17.42
"2023-09-02T01:00:00+00:00",18.87,1.25,230.45,2.82,0.57,252.38,4.01,24.14,280.65,0.11,17.36
"2023-09-02T03:00:00+00:00",18.85,0.66,235.2,2.3,0.52,252.85,4.21,24.14,281.92,0.08,17.29
"2023-09-02T04:00:00+00:00",18.83,0.9,284.48,1.68,0.5,253.04,4.34,24.13,286.02,0.07,17.11
"2023-09-02T06:00:00+00:00",18.81,1.38,23.03,2.19,0.47,253.41,4.59,24.13,327.08,0.03,16.65
"2023-09-02T07:00:00+00:00",18.83,1.87,25.38,2.75,0.46,253.59,4.7,24.13,25.07,0.03,16.78
"2023-09-02T09:00:00+00:00",18.94,2.86,30.07,3.09,0.43,253.94,4.92,24.13,75.42,0.06,18.43
"2023-09-02T10:00:00+00:00",19.07,2.41,34.46,3.17,0.42,254.05,5.02,24.13,93.25,0.06,19.43
"2023-09-02T12:00:00+00:00",19.37,1.51,43.25,5.43,0.4,254.28,5.23,24.13,135.56,0.04,19.93
"2023-09-02T13:00:00+00:00",19.54,1.64,92.15,5.36,0.4,254.22,4.88,24.13,174.71,0.07,19.91
"2023-09-02T15:00:00+00:00",19.67,1.88,189.94,5.79,0.39,254.09,4.19,24.13,217.16,0.14,19.55
"2023-09-02T16:00:00+00:00",19.67,1.49,212.23,4.81,0.42,247.99,3.78,24.13,231.11,0.15,19.37
"2023-09-02T18:00:00+00:00",19.57,0.99,285.59,2.85,0.48,235.79,2.96,24.13,259.25,0.14,20.49
"2023-09-02T19:00:00+00:00",19.48,1.03,320.99,4.56,0.52,182.58,2.97,24.13,276.86,0.12,19.87
"2023-09-02T21:00:00+00:00",19.35,1.11,31.79,6.39,0.6,76.16,2.98,24.13,351.44,0.08,18.48
"2023-09-02T22:00:00+00:00",19.27,1.66,40.35,6.38,0.62,73.7,2.98,24.13,28.96,0.08,17.87
"2023-09-03T01:00:00+00:00",19.1,2.95,55.34,6.8,0.67,67.3,2.99,24.13,79.19,0.08,17.35
"2023-09-03T02:00:00+00:00",19.06,3.13,53.23,6.45,0.7,65.82,3,24.14,89.01,0.08,17.14
"2023-09-03T03:00:00+00:00",19.02,3.32,51.11,5.6,0.72,64.33,3.02,24.14,95.11,0.08,17.19
"2023-09-03T04:00:00+00:00",18.98,3.4,48.16,5.2,0.74,62.75,3.04,24.14,97.46,0.08,17.05
"2023-09-03T06:00:00+00:00",18.98,3.57,42.25,5.73,0.78,59.6,3.09,24.14,75.59,0.1,16.86
"2023-09-03T07:00:00+00:00",18.98,3.65,47.83,5.77,0.78,60.21,3.11,24.14,74.48,0.11,17.14
"2023-09-03T09:00:00+00:00",19.07,3.8,58.99,6.1,0.79,61.43,3.16,24.13,75.61,0.13,19.11
"2023-09-03T10:00:00+00:00",19.16,3.47,70,6.29,0.8,61.72,3.16,24.13,80,0.13,20.37
"2023-09-03T12:00:00+00:00",19.34,2.82,92.03,4.05,0.83,62.31,3.17,24.13,94.45,0.14,22.32
"2023-09-03T13:00:00+00:00",19.4,2.83,99.85,4.04,0.85,63.65,3.21,24.13,98.68,0.13,23.13
"2023-09-03T15:00:00+00:00",19.51,2.23,118.39,4.45,0.89,66.34,3.28,24.14,104.11,0.12,23
"2023-09-03T16:00:00+00:00",19.5,2.4,115.01,4.24,0.93,66.16,3.34,24.14,101.41,0.12,21.99
"2023-09-03T18:00:00+00:00",19.38,2.74,108.25,7.61,1.01,65.81,3.45,24.13,77.81,0.13,22.37
"2023-09-03T19:00:00+00:00",19.34,2.86,97.92,7.45,1.01,64.57,3.46,24.13,73.03,0.15,21.13
"2023-09-03T21:00:00+00:00",19.3,3.1,77.27,6.46,1,62.08,3.47,24.13,71.8,0.19,20.04
"2023-09-03T22:00:00+00:00",19.27,3.24,69.36,6.12,0.94,62.14,3.41,24.14,71.13,0.2,19.88
"2023-09-04T01:00:00+00:00",19.22,3.72,53.8,6.53,0.76,63.14,3.18,24.14,71.7,0.2,19.38
"2023-09-04T02:00:00+00:00",19.21,3.92,54.06,6.76,0.7,64.01,3.07,24.14,73.71,0.19,19.22
"2023-09-04T03:00:00+00:00",19.19,4.11,54.32,6.77,0.65,64.88,2.95,24.14,75.66,0.19,19.1
