Date and Time, Water Temperature, Wind Speed, Wind Direction, Gust, Wave Height, Wave Direction, Wave Period, Visibility, Direction of Current, Speed of Current, Air Temperature
"2023-02-06T01:00:00+00:00",7.14,2.75,50.01,3.84,0.73,304.44,3.94,24.13,68.62,0.22,4.39
"2023-02-06T02:00:00+00:00",7.13,2.63,51.59,4.03,0.71,296.75,3.85,24.13,68.95,0.2,4.24
"2023-02-06T03:00:00+00:00",7.12,2.52,53.18,4.41,0.7,289.06,3.75,24.13,69.62,0.18,3.94
"2023-02-06T04:00:00+00:00",7.11,2.37,48.01,4.43,0.69,286.34,3.71,24.14,70.32,0.17,3.82
"2023-02-06T06:00:00+00:00",7.11,2.07,37.67,3.36,0.68,280.9,3.64,24.14,73.81,0.16,3.51
"2023-02-06T07:00:00+00:00",7.11,1.82,32.21,3.02,0.66,274.56,3.71,24.14,75.59,0.16,3.24
"2023-02-06T09:00:00+00:00",7.12,1.33,21.28,3.2,0.62,261.88,3.84,24.13,77.65,0.17,2.73
"2023-02-06T10:00:00+00:00",7.14,1.38,29.57,3.18,0.6,259.38,3.95,24.14,77.77,0.18,3.24
"2023-02-06T12:00:00+00:00",7.18,1.47,46.16,3.01,0.56,251.64,3.81,24.13,77.35,0.19,5.72
"2023-02-06T13:00:00+00:00",7.2,1.66,59.05,2.75,0.54,251.38,3.89,24.13,76.97,0.19,6.78
"2023-02-06T15:00:00+00:00",7.22,2.04,84.84,3.6,0.5,250.87,4.05,24.13,74.7,0.2,7.1
"2023-02-06T16:00:00+00:00",7.22,2.08,81.84,3.03,0.48,251.05,4.03,24.14,73.07,0.2,6.9
"2023-02-06T18:00:00+00:00",7.18,2.15,75.84,1.36,0.45,251.42,3.99,24.14,68.88,0.19,6.73
"2023-02-06T19:00:00+00:00",7.13,1.97,70.96,2.33,0.45,251.24,3.81,24.14,67.07,0.18,6.33
"2023-02-06T21:00:00+00:00",7.05,1.48,72.59,2.59,0.44,250.87,3.44,24.14,63.96,0.18,5.08
"2023-02-06T22:00:00+00:00",7.01,1.57,70.88,2.72,0.44,249.53,3.38,24.14,63.08,0.18,4.84
