Date and Time, Water Temperature, Wind Speed, Wind Direction, Gust, Wave Height, Wave Direction, Wave Period, Visibility, Direction of Current, Speed of Current, Air Temperature
"2023-04-01T01:00:00+00:00",9.53,9.36,276.22,13.23,1.57,229,5.05,18.07,253.1,0.47,9.41
"2023-04-01T02:00:00+00:00",9.53,8.99,278.13,12.7,1.53,227.8,5.06,14.5,253.4,0.44,9.4
"2023-04-01T03:00:00+00:00",9.53,8.61,280.04,12.14,1.5,226.5,5.09,10.93,253.75,0.41,9.34
"2023-04-01T04:00:00+00:00",9.52,8.31,278.78,11.05,1.47,225.2,5.11,15.33,254.29,0.39,9.32
"2023-04-01T06:00:00+00:00",9.52,7.72,276.26,9.48,1.41,223.5,5.11,24.14,255.1,0.35,9.09
"2023-04-01T07:00:00+00:00",9.51,7.48,278.91,7.73,1.37,223.7,5.03,24.14,255.46,0.34,9.07
"2023-04-01T09:00:00+00:00",9.52,6.99,284.22,7.69,1.3,226.7,4.81,24.13,256.16,0.3,9.42
"2023-04-01T10:00:00+00:00",9.52,5.9,292.03,8.12,1.28,229.1,4.72,24.14,256.88,0.28,9.71
"2023-04-01T12:00:00+00:00",9.54,3.72,307.64,7.14,1.27,232.1,4.62,24.14,258.06,0.24,10.42
"2023-04-01T13:00:00+00:00",9.55,3.47,315.25,7.79,1.28,232.1,4.6,24.14,258.88,0.22,10.67
"2023-04-01T15:00:00+00:00",9.67,2.98,330.47,9.73,1.34,229.7,4.67,24.14,261.41,0.19,11.43
"2023-04-01T16:00:00+00:00",9.67,3.45,333.27,10.71,1.37,227.8,4.76,24.14,262.31,0.18,11.76
"2023-04-01T18:00:00+00:00",9.66,4.85,347.61,7.97,1.37,224.6,4.9,24.13,265.62,0.14,10.3
"2023-04-01T19:00:00+00:00",9.63,4.78,345.29,7.44,1.34,224,4.87,24.13,265.51,0.12,9.71
"2023-04-01T21:00:00+00:00",9.61,4.63,340.66,7.61,1.23,225.9,4.74,24.13,263.7,0.09,8.94
"2023-04-01T22:00:00+00:00",9.6,5.05,344.12,7.82,1.17,228.3,4.67,24.14,263.56,0.08,8.76
"2023-04-02T01:00:00+00:00",9.57,6.01,353.24,9.72,1.1,230.68,4.64,24.14,271.51,0.02,8.16
"2023-04-02T02:00:00+00:00",9.56,6.13,355.44,9.81,1.09,230.62,4.66,24.13,296.57,0.01,7.88
"2023-04-02T03:00:00+00:00",9.55,6.26,357.64,9.82,1.08,230.55,4.68,24.13,52.43,0.01,7.69
"2023-04-02T04:00:00+00:00",9.54,6.51,1.36,9.47,1.07,230.49,4.7,24.13,64.89,0.02,7.51
"2023-04-02T06:00:00+00:00",9.52,7.02,8.8,10.39,1.05,230.37,4.74,24.13,72.35,0.04,7.48
"2023-04-02T07:00:00+00:00",9.52,7.25,12.11,10.87,1.04,230.31,4.76,24.13,74.51,0.05,7.39
"2023-04-02T09:00:00+00:00",9.55,7.71,18.74,11.91,1.02,230.18,4.79,24.13,77.07,0.08,8.06
"2023-04-02T10:00:00+00:00",9.58,7.43,21.18,11.21,1.01,230.12,4.81,24.13,77.55,0.09,8.32
"2023-04-02T12:00:00+00:00",9.65,6.88,26.07,11.24,0.99,230,4.85,24.13,77.2,0.11,9.26
"2023-04-02T13:00:00+00:00",9.7,6.73,26.06,10.82,0.98,229.94,4.87,24.13,76.18,0.12,9.61
"2023-04-02T15:00:00+00:00",9.76,6.44,26.04,10.66,0.96,229.81,4.91,24.13,73.56,0.12,9.8
"2023-04-02T16:00:00+00:00",9.75,6.27,29.52,10.4,0.95,229.75,4.93,24.13,72.63,0.11,9.64
"2023-04-02T18:00:00+00:00",9.71,5.93,36.48,9.33,0.93,229.63,4.97,24.14,72.34,0.11,8.5
"2023-04-02T19:00:00+00:00",9.67,6.05,42.14,8.27,0.92,229.57,4.99,24.14,72.81,0.12,7.12
"2023-04-02T21:00:00+00:00",9.62,5.51,55.33,7.49,0.9,229.44,5.03,24.14,71.66,0.12,5.25
"2023-04-02T22:00:00+00:00",9.6,5.3,48.43,6.64,0.89,229.38,5.05,24.14,71.21,0.13,4.8
"2023-04-03T01:00:00+00:00",9.54,4.74,29.87,5.61,0.86,229.2,5.11,24.13,71.24,0.13,4.48
