Date and Time, Water Temperature, Wind Speed, Wind Direction, Gust, Wave Height, Wave Direction, Wave Period, Visibility, Direction of Current, Speed of Current, Air Temperature
"2023-11-01T01:00:00+00:00",14.39,9.84,231.78,8.56,2.42,216.37,6.82,17.09,250.74,0.18,9.68
"2023-11-01T02:00:00+00:00",14.38,9.81,230.16,8.79,2.33,218.12,6.83,19.21,250.14,0.19,9.62
"2023-11-01T03:00:00+00:00",14.38,9.78,228.53,9.01,2.25,219.86,6.84,21.33,250.51,0.19,9.57
"2023-11-01T04:00:00+00:00",14.37,9.98,232.61,7.91,2.27,221.41,6.84,22.26,250.97,0.19,9.49
"2023-11-01T06:00:00+00:00",14.36,10.38,240.78,5.71,2.32,224.5,6.84,24.13,253.7,0.18,9.34
"2023-11-01T07:00:00+00:00",14.36,10.58,240.91,4.52,2.38,225.73,6.92,24.13,257.51,0.17,9.62
"2023-11-01T09:00:00+00:00",14.35,10.99,241.18,2.12,2.5,228.2,7.09,24.14,256.07,0.17,10.19
"2023-11-01T10:00:00+00:00",14.35,10.98,242.21,4.88,2.52,228.8,7.15,20.53,258.07,0.19,10.92
"2023-11-01T12:00:00+00:00",14.34,10.96,244.27,19.17,2.87,231.71,5.69,13.33,257.4,0.24,12.66
"2023-11-01T13:00:00+00:00",14.33,10.75,248.05,17.68,2.96,235.68,5.8,16.92,255,0.25,12.65
"2023-11-01T15:00:00+00:00",14.39,9.67,242.71,17.97,3.13,243.62,6.02,24.1,258.18,0.24,13.2
"2023-11-01T16:00:00+00:00",14.38,9.6,232.72,17.57,3.08,243.7,6.02,24.11,256.41,0.25,12.65
"2023-11-01T18:00:00+00:00",14.36,9.46,212.74,18.53,2.98,243.86,6.01,21.75,252.85,0.23,12.05
"2023-11-01T19:00:00+00:00",14.34,10.45,201.56,19.77,2.98,239.07,5.87,19.11,252.73,0.22,12.49
"2023-11-01T21:00:00+00:00",14.32,12.42,179.19,23.58,2.97,229.49,5.58,13.84,250.68,0.17,13.13
"2023-11-01T22:00:00+00:00",14.31,14.15,175.78,29.61,3.18,218.18,5.56,14.19,249.54,0.14,11.93
"2023-11-02T01:00:00+00:00",14.27,17.15,173.03,32.05,3.84,194.5,5.69,13.63,279.82,0.12,12.95
"2023-11-02T02:00:00+00:00",14.26,16.69,177.1,33.53,4.08,193.43,5.86,12.36,271.56,0.13,13.11
"2023-11-02T03:00:00+00:00",14.24,16.22,181.18,40.67,4.31,192.37,6.03,11.09,255,0.14,12.8
"2023-11-02T04:00:00+00:00",14.23,16.71,189.4,41.92,4.89,199.08,6.38,11.42,257.6,0.2,12.17
"2023-11-02T06:00:00+00:00",14.19,17.69,205.85,30.91,6.04,212.51,7.09,12.07,262.7,0.22,12.24
"2023-11-02T07:00:00+00:00",14.19,16.47,219.94,29.55,6.55,221.28,7.8,12.06,257.41,0.21,12.88
"2023-11-02T09:00:00+00:00",14.16,14.01,248.12,22.06,7.58,238.83,9.21,12.02,266.09,0.24,12.64
"2023-11-02T10:00:00+00:00",14.16,13.22,249.75,21.94,7.5,242.1,9.25,13.15,264.14,0.25,11.86
"2023-11-02T12:00:00+00:00",14.15,11.51,266.88,20.13,5.69,247.4,8.43,15.41,260.86,0.33,12.02
"2023-11-02T13:00:00+00:00",14.14,12.11,268.37,22.52,5.75,249.84,8.32,13.2,261.42,0.36,11.77
"2023-11-02T15:00:00+00:00",14.34,13.32,271.36,23.47,5.88,254.71,8.11,8.76,256.92,0.35,10.27
