Date and Time, Water Temperature, Wind Speed, Wind Direction, Gust, Wave Height, Wave Direction, Wave Period, Visibility, Direction of Current, Speed of Current, Air Temperature
"2023-02-25T01:00:00+00:00",8,4.97,12.49,7.75,0.23,240.9,2.43,24.13,43.92,0.09,3.98
"2023-02-25T02:00:00+00:00",8,5.29,9.11,8.15,0.24,241.8,2.51,24.14,46.38,0.09,3.64
"2023-02-25T03:00:00+00:00",8,5.6,5.73,9.36,0.23,245.1,2.54,24.14,49.4,0.09,3.42
"2023-02-25T04:00:00+00:00",8,5.64,7.29,9.36,0.22,253.5,2.42,24.14,53.28,0.09,3.22
"2023-02-25T06:00:00+00:00",7.99,5.72,10.4,9.25,0.23,292.3,1.95,24.14,59.6,0.11,2.9
"2023-02-25T07:00:00+00:00",7.99,5.6,9.76,8.55,0.28,342.2,1.74,24.14,61.68,0.12,2.79
"2023-02-25T09:00:00+00:00",7.99,5.36,8.49,10.18,0.31,12.3,1.81,24.14,63.67,0.13,3.71
"2023-02-25T10:00:00+00:00",7.99,5.88,17.26,11.09,0.31,27.5,1.87,24.14,63.76,0.14,4.84
"2023-02-25T12:00:00+00:00",7.99,6.91,34.79,12.69,0.3,36.1,1.87,24.14,62.94,0.16,7.13
"2023-02-25T13:00:00+00:00",7.98,6.95,36.5,12.83,0.29,40.5,1.88,24.14,62.17,0.16,7.62
"2023-02-25T15:00:00+00:00",7.99,7.04,39.91,12.61,0.28,55.5,1.91,24.14,60.57,0.16,7.85
"2023-02-25T16:00:00+00:00",7.99,6.73,37.37,11.33,0.29,73.2,1.98,24.14,59.99,0.16,7.62
"2023-02-25T18:00:00+00:00",7.99,6.1,32.28,8.83,0.32,99.6,2.16,24.13,59,0.16,6.25
"2023-02-25T19:00:00+00:00",7.99,6.44,31.93,9.54,0.34,99.6,2.17,24.13,59.07,0.16,5.55
"2023-02-25T21:00:00+00:00",7.99,7.12,31.24,9.71,0.38,100.9,2.3,24.13,59.3,0.16,4.46
"2023-02-25T22:00:00+00:00",8,7.27,29.68,9.51,0.38,99.7,2.35,24.13,59.68,0.16,4.08
